Platform,Profiler,Benchmark Suite,Suite,Workload,benchmark_name,execution_time (microseconds),exp_name,peak_memory_kb (KB),read_freq (accesses/us),read_size,total_reads (count),total_reads_d,total_reads_i,total_writes (count),total_writes_d,total_writes_i,workingset_size (count),write_freq (accesses/us),write_size
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_0,,SniperProfilers,,10538128.028564142,8,4132.0,1,1,1241.0,1,1,336064.0,3165008.926294313,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O2,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_0,,SniperProfilers,,10555555.555555556,8,4123.0,1,1,1239.0,1,1,335616.0,3172043.010752688,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_0,,SniperProfilers,,10538128.028564142,8,4132.0,1,1,1241.0,1,1,336064.0,3165008.926294313,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/O3,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Ofast,core_0,,SniperProfilers,,10461241.246075828,8,4332.0,1,1,1278.0,1,1,350784.0,3086211.0601304034,8
CPU,Sniper,IISWC,IISWC,imagick_s/Ofast,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Ofast,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Ofast,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Ofast,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Ofast,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Ofast,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Ofast,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Og,core_0,,SniperProfilers,,10536034.880738651,8,4108.0,1,1,1239.0,1,1,335040.0,3177737.881508079,8
CPU,Sniper,IISWC,IISWC,imagick_s/Og,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Og,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Og,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Og,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Og,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Og,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,imagick_s/Og,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_0,,SniperProfilers,,11097636.815920398,8,3569.0,1,1,783.0,1,1,273408.0,2434701.492537313,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_0,,SniperProfilers,,54938461538.46154,8,3571.0,1,1,784.0,1,1,273408.0,12061538461.538462,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O0,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_0,,SniperProfilers,,11140981.556736479,8,3564.0,1,1,788.0,1,1,273152.0,2463269.7718036883,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_0,,SniperProfilers,,39098901098.9011,8,3558.0,1,1,785.0,1,1,273152.0,8626373626.373627,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O1,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_0,,SniperProfilers,,10291100.637649016,8,3712.0,1,1,3553.0,1,1,458432.0,9850291.10063765,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_0,,SniperProfilers,,10293954.520244038,8,3712.0,1,1,3558.0,1,1,458432.0,9866888.519134777,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O2,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_0,,SniperProfilers,,10339549.123295296,8,3715.0,1,1,3550.0,1,1,458240.0,9880322.849986084,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_0,,SniperProfilers,,10258405.112531258,8,3692.0,1,1,3548.0,1,1,458240.0,9858293.970547374,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/O3,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_0,,SniperProfilers,,10272146.625937238,8,3699.0,1,1,3547.0,1,1,458688.0,9850041.655095806,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_0,,SniperProfilers,,10369444.444444444,8,3733.0,1,1,3552.0,1,1,458752.0,9866666.666666666,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Ofast,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_0,,SniperProfilers,,510000000000.0,8,3570.0,1,1,786.0,1,1,273344.0,112285714285.7143,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_0,,SniperProfilers,,11138845.553822154,8,3570.0,1,1,785.0,1,1,273344.0,2449297.9719188767,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,nab_s/Og,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O0,core_0,,SniperProfilers,,18604562737.642586,8,4893.0,1,1,1552.0,1,1,394432.0,5901140684.410646,8
CPU,Sniper,IISWC,IISWC,roms_s/O0,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O0,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O0,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O0,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O0,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O0,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O0,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O1,core_0,,SniperProfilers,,28138728323.69942,8,4868.0,1,1,1541.0,1,1,392256.0,8907514450.867052,8
CPU,Sniper,IISWC,IISWC,roms_s/O1,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O1,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O1,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O1,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O1,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O1,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O1,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O2,core_0,,SniperProfilers,,12389312977.099237,8,4869.0,1,1,1545.0,1,1,392128.0,3931297709.923664,8
CPU,Sniper,IISWC,IISWC,roms_s/O2,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O2,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O2,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O2,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O2,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O2,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O2,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O3,core_0,,SniperProfilers,,12600000000.0,8,5040.0,1,1,1580.0,1,1,403072.0,3950000000.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O3,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O3,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O3,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O3,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O3,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O3,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/O3,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/Ofast,core_0,,SniperProfilers,,12674300254.452927,8,4981.0,1,1,1571.0,1,1,402752.0,3997455470.7379136,8
CPU,Sniper,IISWC,IISWC,roms_s/Ofast,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/Ofast,core_2,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/Ofast,core_3,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/Ofast,core_4,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/Ofast,core_5,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/Ofast,core_6,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/Ofast,core_7,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
CPU,Sniper,IISWC,IISWC,roms_s/Og,core_0,,SniperProfilers,,50391752577.31959,8,4888.0,1,1,1572.0,1,1,393728.0,16206185567.01031,8
CPU,Sniper,IISWC,IISWC,roms_s/Og,core_1,,SniperProfilers,,0.0,8,0.0,1,1,0.0,1,1,0.0,0.0,8
