PatternConfig Name,Benchmark,Profiler,MemCellType,Design Target,Capacity,Word Width (bits),Optimization Target,Total Reads,Total Writes,Execution Time (us),Read Latency (ns),Write Latency (ns),Read Energy (nJ),Write Energy (nJ),Leakage Power (mW),Total Area (mm^2),Total Read Latency (ms),Total Write Latency (ms),Total Latency (ms),Total Read Energy (mJ),Total Write Energy (mJ),Total Energy (mJ),Total Dynamic Read Power (mW),Total Dynamic Write Power (mW),Total Power (mW),Read Bandwidth Usage (%),Write Bandwidth Usage (%)
drio_spec2017,spec2017_fprate_baseline/bwaves/O2,dynamorio,SRAM,RAM,128KB,128,ReadLatency,4093692156,915737511,2628002060.0,0.6396285627613837,0.5021795556317775,60.53943430877662,60.2192456517276,34.39889996363463,1.3343655784994832,2618.44243012983,459.86465634933,3078.30708647916,247.8298073585161,55.14502212741061,302.9748294859268,0.0943035057432626,0.0209836297188483,34.514187099096745,0.0076384637959065,0.0100326418005748
drio_spec2017,spec2017_fprate_baseline/bwaves/O2,dynamorio,SRAM,RAM,128KB,128,ReadLatency,4105529530,909711014,2568419942.0,0.6396285627613837,0.5021795556317775,60.53943430877662,60.2192456517276,34.39889996363463,1.3343655784994832,2626.013952648319,456.8382727638537,3082.8522254121726,248.54643528417756,54.78211102414821,303.3285463083257,0.0967701703369571,0.0213291098267559,34.51699924379835,0.0078382604847685,0.0101978219061286
drio_spec2017,spec2017_fprate_baseline/bwaves/O2,dynamorio,SRAM,RAM,128KB,128,ReadLatency,4093700389,915723604,2630696656.0,0.6396285627613837,0.5021795556317775,60.53943430877662,60.2192456517276,34.39889996363463,1.3343655784994832,2618.447696191787,459.85767253824974,3078.305368730037,247.8303057796788,55.144184658361326,302.9744904380401,0.0942071010788857,0.0209618180540087,34.51406888276753,0.0076306551409388,0.0100222132606444
drio_spec2017,spec2017_fprate_baseline/bwaves/O2,dynamorio,SRAM,RAM,128KB,128,ReadLatency,4232275462,874421761,2684602297.0,0.6396285627613837,0.5021795556317775,60.53943430877662,60.2192456517276,34.39889996363463,1.3343655784994832,2707.084270969331,439.11673137373634,3146.201002343068,256.21956230839623,52.657018828875245,308.8765811372715,0.0954404168523276,0.0196144579358062,34.51395483842277,0.007730552146995,0.0093780167310914
drio_spec2017,spec2017_fprate_baseline/bwaves/O2,dynamorio,SRAM,RAM,128KB,128,WriteDynamicEnergy,4093692156,915737511,2628002060.0,3.780509202679189,3.780509202679189,12.096859694825326,2.3989915027477355,0.4168360628228191,0.1710276474116284,15476.240868693609,3461.9540875740345,18938.19495626764,49.520819644939,2.196846507636361,51.71766615257536,0.0188435239068796,0.0008359378940655,0.4365155246237643,0.3213866125829981,0.1095171301871742
drio_spec2017,spec2017_fprate_baseline/bwaves/O2,dynamorio,SRAM,RAM,128KB,128,WriteDynamicEnergy,4105529530,909711014,2568419942.0,3.780509202679189,3.780509202679189,12.096859694825326,2.3989915027477355,0.4168360628228191,0.1710276474116284,15520.992170036165,3439.170860205616,18960.16303024178,49.66401469737217,2.182388992542026,51.84640368991419,0.0193364075263717,0.0008497009997682,0.4370221713489591,0.3297930124500838,0.1113202495931945
drio_spec2017,spec2017_fprate_baseline/bwaves/O2,dynamorio,SRAM,RAM,128KB,128,WriteDynamicEnergy,4093700389,915723604,2630696656.0,3.780509202679189,3.780509202679189,12.096859694825326,2.3989915027477355,0.4168360628228191,0.1710276474116284,15476.271993625873,3461.9015120325525,18938.173505658426,49.52091923838486,2.196813144861532,51.71773238324639,0.0188242605339689,0.0008350689692219,0.43649539232601,0.3210580652158869,0.1094032914009471
drio_spec2017,spec2017_fprate_baseline/bwaves/O2,dynamorio,SRAM,RAM,128KB,128,WriteDynamicEnergy,4232275462,874421761,2684602297.0,3.780509202679189,3.780509202679189,12.096859694825326,2.3989915027477355,0.4168360628228191,0.1710276474116284,16000.156332364311,3305.7595144834418,19305.915846847754,51.19724245366604,2.097730374456711,53.294972828122745,0.0190706990420436,0.0007813933470893,0.4366881552119521,0.3252612088376178,0.1023711899270228
drio_spec2017,spec2017_fprate_baseline/bwaves/O2,dynamorio,SRAM,RAM,128KB,128,WriteEDP,4093692156,915737511,2628002060.0,2.708095770404115,2.708095770404115,10.38277521712938,2.916539601177267,0.2862521728084971,0.1700978248019194,11086.1104130001,2479.904880339492,13566.015293339591,42.50388546387374,2.670784715115003,45.17467017898875,0.0161734597209081,0.0010162795363695,0.3034419120657748,0.5156690645865921,0.0707276036489663
drio_spec2017,spec2017_fprate_baseline/bwaves/O2,dynamorio,SRAM,RAM,128KB,128,WriteEDP,4105529530,909711014,2568419942.0,2.708095770404115,2.708095770404115,10.38277521712938,2.916539601177267,0.2862521728084971,0.1700978248019194,11118.167155462192,2463.5845493034385,13581.751704765633,42.62679025727683,2.653208197958127,45.27999845523496,0.0165965033833539,0.0010330118352422,0.3038816880270933,0.5291572442004253,0.0718920818859581
